Extract.Date,CCG.Code,CCG.Name,Breakdown.Field,Breakdown.Value,Patient.Count,CCG20CD,pop19,Shielders_pct,Patient.Count.QCOVID,Patient.Count.nonQCOVID,Shielders_from_QCOVID_pct,IMD19_decile,IMD19_quintile
10/02/2021,04Y,NHS Cannock Chase CCG,ALL,ALL,5445,E38000028,137595,3.95726588902213,,5445,,6,3
10/02/2021,02E,NHS Warrington CCG,ALL,ALL,8295,E38000194,210014,3.94973668422105,,8295,,7,4
10/02/2021,11M,NHS Gloucestershire CCG,ALL,ALL,25135,E38000062,637070,3.94540631327798,,25135,,9,5
10/02/2021,10J,NHS North Hampshire CCG,ALL,ALL,8865,E38000120,225387,3.93323483608194,,8865,,10,5
10/02/2021,03R,NHS Wakefield CCG,ALL,ALL,13695,E38000190,348312,3.93181974781231,,13695,,3,2
10/02/2021,78H,NHS Northamptonshire CCG,ALL,ALL,28745,E38000242,736219,3.90440887833647,,28745,,7,4
10/02/2021,01A,NHS East Lancashire CCG,ALL,ALL,14930,E38000050,382746,3.90075925025996,,14930,,3,2
10/02/2021,05C,NHS Dudley CCG,ALL,ALL,12530,E38000046,321596,3.89619273871566,,12530,,4,3
10/02/2021,04C,NHS Leicester City CCG,ALL,ALL,13755,E38000097,354224,3.88313609467456,,13755,,2,1
10/02/2021,06Q,NHS Mid Essex CCG,ALL,ALL,15365,E38000106,395918,3.8808541162564,,15365,,9,5
10/02/2021,02A,NHS Trafford CCG,ALL,ALL,9195,E38000187,237354,3.87396041355949,,9195,,9,5
10/02/2021,03A,NHS Greater Huddersfield CCG,ALL,ALL,9545,E38000064,246604,3.8705779306094,,9545,,5,3
10/02/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,ALL,ALL,8750,E38000153,226837,3.85739539845792,,8750,,8,4
10/02/2021,06H,NHS Cambridgeshire and Peterborough CCG,ALL,ALL,34425,E38000026,892627,3.85659407568895,,34425,,8,4
10/02/2021,05R,NHS South Warwickshire CCG,ALL,ALL,10485,E38000164,273851,3.82872437931576,,10485,,10,5
10/02/2021,00Q,NHS Blackburn with Darwen CCG,ALL,ALL,5730,E38000014,149696,3.82775758871313,,5730,,1,1
10/02/2021,07L,NHS Barking and Dagenham CCG,ALL,ALL,8090,E38000004,212906,3.79979897231642,,8090,,1,1
10/02/2021,03N,NHS Sheffield CCG,ALL,ALL,22220,E38000146,584853,3.79924528043799,,22220,,4,2
10/02/2021,42D,NHS North Yorkshire CCG,ALL,ALL,16150,E38000241,428231,3.77132902568941,,16150,,9,5
10/02/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",ALL,ALL,8350,E38000080,222412,3.75429383306656,,8350,,1,1
10/02/2021,05Y,NHS Walsall CCG,ALL,ALL,10680,E38000191,285478,3.7410938846426,,10680,,2,1
10/02/2021,03Q,NHS Vale of York CCG,ALL,ALL,13670,E38000188,366072,3.73423807338447,,13670,,10,5
10/02/2021,52R,NHS Nottingham and Nottinghamshire CCG,ALL,ALL,38970,E38000243,1043665,3.73395677731839,,38970,,5,3
10/02/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",ALL,ALL,33955,E38000231,921917,3.68308643836701,,33955,,9,5
10/02/2021,11A,NHS West Hampshire CCG,ALL,ALL,20915,E38000198,570799,3.664161990473,,20915,,10,5
10/02/2021,06K,NHS East and North Hertfordshire CCG,ALL,ALL,20905,E38000049,571713,3.65655494977375,,20905,,9,5
10/02/2021,08F,NHS Havering CCG,ALL,ALL,9485,E38000077,259552,3.65437369005055,,9485,,8,4
10/02/2021,08Y,NHS West London CCG,ALL,ALL,8265,E38000202,227412,3.63437285631365,,8265,,5,3
10/02/2021,05G,NHS North Staffordshire CCG,ALL,ALL,7945,E38000126,219600,3.61794171220401,,7945,,7,4
10/02/2021,05A,NHS Coventry and Rugby CCG,ALL,ALL,17350,E38000038,480456,3.61115273823201,,17350,,5,3
10/02/2021,05N,NHS Shropshire CCG,ALL,ALL,11600,E38000147,323136,3.58981976629035,,11600,,7,4
10/02/2021,15M,NHS Derby and Derbyshire CCG,ALL,ALL,36750,E38000229,1026426,3.58038475252965,,36750,,6,3
10/02/2021,03W,NHS East Leicestershire and Rutland CCG,ALL,ALL,12115,E38000051,338592,3.57805264152727,,12115,,10,5
10/02/2021,04V,NHS West Leicestershire CCG,ALL,ALL,14490,E38000201,407490,3.55591548258853,,14490,,10,5
10/02/2021,18C,NHS Herefordshire and Worcestershire CCG,ALL,ALL,28035,E38000236,788587,3.55509284327538,,28035,,7,4
10/02/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",ALL,ALL,33950,E38000222,963522,3.52353137759179,,33950,,7,4
10/02/2021,92A,NHS Surrey Heartlands CCG,ALL,ALL,36930,E38000246,1049170,3.51992527426442,,36930,,10,5
10/02/2021,00X,NHS Chorley and South Ribble CCG,ALL,ALL,6205,E38000034,178547,3.47527541767714,,6205,,8,4
10/02/2021,08M,NHS Newham CCG,ALL,ALL,12150,E38000113,353134,3.44062027445672,,12150,,1,1
10/02/2021,05L,NHS Sandwell and West Birmingham CCG,ALL,ALL,17300,E38000144,506073,3.41847915221717,,17300,,1,1
10/02/2021,06A,NHS Wolverhampton CCG,ALL,ALL,9000,E38000210,263357,3.41741438427686,,9000,,1,1
10/02/2021,72Q,NHS South East London CCG,ALL,ALL,61995,E38000244,1819271,3.40768362712317,,61995,,4,3
10/02/2021,14L,NHS Manchester CCG,ALL,ALL,18830,E38000217,552858,3.40593787193095,,18830,,1,1
10/02/2021,99M,NHS North East Hampshire and Farnham CCG,ALL,ALL,7200,E38000118,211709,3.40089462422476,,7200,,10,5
10/02/2021,10R,NHS Portsmouth CCG,ALL,ALL,7275,E38000137,214905,3.3852167236686,,7275,,3,2
10/02/2021,15E,NHS Birmingham and Solihull CCG,ALL,ALL,39530,E38000220,1180567,3.34839106971481,,39530,,2,1
10/02/2021,05X,NHS Telford and Wrekin CCG,ALL,ALL,6005,E38000183,179854,3.33881926451455,,6005,,4,2
10/02/2021,09D,NHS Brighton and Hove CCG,ALL,ALL,9560,E38000021,290885,3.2865221651168,,9560,,6,3
10/02/2021,10C,NHS Surrey Heath CCG,ALL,ALL,3160,E38000178,96564,3.27244107534899,,3160,,10,5
10/02/2021,01E,NHS Greater Preston CCG,ALL,ALL,6650,E38000227,203825,3.26260272292408,,6650,,5,3
10/02/2021,14Y,NHS Buckinghamshire CCG,ALL,ALL,17825,E38000223,546626,3.26091331184393,,17825,,10,5
10/02/2021,36L,NHS South West London CCG,ALL,ALL,48970,E38000245,1504810,3.25423143121058,,48970,,8,4
10/02/2021,06N,NHS Herts Valleys CCG,ALL,ALL,19390,E38000079,598034,3.24229057210794,,19390,,10,5
10/02/2021,09A,NHS Central London (Westminster) CCG,ALL,ALL,6050,E38000031,190034,3.18364082216866,,6050,,7,4
10/02/2021,10Q,NHS Oxfordshire CCG,ALL,ALL,21100,E38000136,676171,3.12051241475899,,21100,,10,5
10/02/2021,08N,NHS Redbridge CCG,ALL,ALL,9320,E38000138,305222,3.05351514635249,,9320,,7,4
10/02/2021,93C,NHS North Central London CCG,ALL,ALL,45815,E38000240,1510806,3.03248729486115,,45815,,4,2
10/02/2021,15D,NHS East Berkshire CCG,ALL,ALL,13090,E38000224,436701,2.99747424439147,,13090,,9,5
10/02/2021,15A,NHS Berkshire West CCG,ALL,ALL,14175,E38000221,491349,2.88491479579688,,14175,,10,5
10/02/2021,08W,NHS Waltham Forest CCG,ALL,ALL,7895,E38000192,276983,2.85035543697628,,7895,,3,2
10/02/2021,07T,NHS City and Hackney CCG,ALL,ALL,7910,E38000035,290841,2.71969907956581,,7910,,1,1
10/02/2021,08V,NHS Tower Hamlets CCG,ALL,ALL,8135,E38000186,324745,2.50504241789712,,8135,,2,1
12/03/2021,07Y,NHS Hounslow CCG,ALL,ALL,29445,E38000084,271523,10.8443851902049,8885,20560,30.1749023603328,4,2
12/03/2021,07W,NHS Ealing CCG,ALL,ALL,35500,E38000048,341806,10.3860084375347,15310,20190,43.1267605633803,4,2
12/03/2021,99A,NHS Liverpool CCG,ALL,ALL,51475,E38000101,498042,10.3354737150682,6940,44535,13.482272948033,1,1
12/03/2021,01T,NHS South Sefton CCG,ALL,ALL,16300,E38000161,160226,10.1731304532348,2925,13375,17.9447852760736,3,2
12/03/2021,07P,NHS Brent CCG,ALL,ALL,33435,E38000020,329771,10.138853931971,16280,17155,48.6914909525946,3,2
12/03/2021,08M,NHS Newham CCG,ALL,ALL,33865,E38000113,353134,9.58984408184995,21820,12045,64.4323047394065,1,1
12/03/2021,01V,NHS Southport and Formby CCG,ALL,ALL,10880,E38000170,116184,9.36445637953591,2265,8615,20.8180147058824,6,4
12/03/2021,06P,NHS Luton CCG,ALL,ALL,19225,E38000102,213052,9.02361864709085,9280,9945,48.2704811443433,3,2
12/03/2021,01J,NHS Knowsley CCG,ALL,ALL,13055,E38000091,150862,8.65360395593324,3660,9395,28.035235541938,1,1
12/03/2021,08E,NHS Harrow CCG,ALL,ALL,21700,E38000074,251160,8.63991081382386,10435,11265,48.0875576036866,8,4
12/03/2021,01X,NHS St Helens CCG,ALL,ALL,15570,E38000172,180585,8.62197856964864,3070,12500,19.7174052665382,2,1
12/03/2021,00T,NHS Bolton CCG,ALL,ALL,24715,E38000016,287550,8.59502695183446,8580,16135,34.7157596601254,3,2
12/03/2021,04C,NHS Leicester City CCG,ALL,ALL,29535,E38000097,354224,8.33794435159673,15850,13685,53.6651430506179,2,1
12/03/2021,07L,NHS Barking and Dagenham CCG,ALL,ALL,17620,E38000004,212906,8.27595276788818,9535,8085,54.1146424517594,1,1
12/03/2021,02Q,NHS Bassetlaw CCG,ALL,ALL,9680,E38000008,117459,8.24117351586511,2710,6970,27.995867768595,5,3
12/03/2021,36J,NHS Bradford District and Craven CCG,ALL,ALL,48505,E38000232,590901,8.20865085691173,20795,27710,42.871868879497,2,1
12/03/2021,00R,NHS Blackpool CCG,ALL,ALL,11445,E38000015,139446,8.20747816359021,4530,6915,39.5806028833552,1,1
12/03/2021,05L,NHS Sandwell and West Birmingham CCG,ALL,ALL,41260,E38000144,506073,8.15297397806245,23900,17360,57.9253514299564,1,1
12/03/2021,08V,NHS Tower Hamlets CCG,ALL,ALL,25935,E38000186,324745,7.98626614728479,17780,8155,68.5560053981107,2,1
12/03/2021,08G,NHS Hillingdon CCG,ALL,ALL,24490,E38000082,306870,7.98057809495878,9650,14840,39.4038383013475,6,3
12/03/2021,08C,NHS Hammersmith and Fulham CCG,ALL,ALL,14560,E38000070,185143,7.86419146281523,6160,8400,42.3076923076923,4,2
12/03/2021,00N,NHS South Tyneside CCG,ALL,ALL,11740,E38000163,150976,7.77607036880034,4430,7310,37.7342419080068,2,1
12/03/2021,06A,NHS Wolverhampton CCG,ALL,ALL,20130,E38000210,263357,7.64361683949923,11125,9005,55.2657724788872,1,1
12/03/2021,05W,NHS Stoke on Trent CCG,ALL,ALL,20065,E38000175,264651,7.58168304672947,8140,11925,40.5681535011214,1,1
12/03/2021,03J,NHS North Kirklees CCG,ALL,ALL,14570,E38000121,193183,7.54207150732725,5850,8720,40.1509951956074,2,2
12/03/2021,16C,NHS Tees Valley CCG,ALL,ALL,50860,E38000247,675944,7.52429195317955,17780,33080,34.9587101848211,3,2
12/03/2021,08N,NHS Redbridge CCG,ALL,ALL,22660,E38000138,305222,7.42410442235488,13255,9405,58.495145631068,7,4
12/03/2021,00Y,NHS Oldham CCG,ALL,ALL,17590,E38000135,237110,7.41849774366328,7495,10095,42.609437180216,2,1
12/03/2021,00P,NHS Sunderland CCG,ALL,ALL,20565,E38000176,277705,7.40534019913217,7940,12625,38.6092876246049,2,1
12/03/2021,07G,NHS Thurrock CCG,ALL,ALL,12865,E38000185,174341,7.37921659276934,3035,9830,23.5911387485426,5,3
12/03/2021,02X,NHS Doncaster CCG,ALL,ALL,23010,E38000044,311890,7.3776010773029,7210,15800,31.3342025206432,2,1
12/03/2021,01F,NHS Halton CCG,ALL,ALL,9460,E38000068,129410,7.3100996831775,2970,6490,31.3953488372093,2,1
12/03/2021,12F,NHS Wirral CCG,ALL,ALL,23685,E38000208,324011,7.30993700831145,7935,15750,33.5022165927802,4,2
12/03/2021,00Q,NHS Blackburn with Darwen CCG,ALL,ALL,10925,E38000014,149696,7.29812419837537,5160,5765,47.2311212814645,1,1
12/03/2021,00V,NHS Bury CCG,ALL,ALL,13890,E38000024,190990,7.27263207497775,4130,9760,29.7336213102952,5,3
12/03/2021,84H,NHS County Durham CCG,ALL,ALL,38515,E38000234,530094,7.26569249982079,12135,26380,31.5072049850708,3,2
12/03/2021,04F,NHS Milton Keynes CCG,ALL,ALL,19955,E38000107,275882,7.2331649038357,5540,14415,27.7624655474818,8,4
12/03/2021,15E,NHS Birmingham and Solihull CCG,ALL,ALL,84970,E38000220,1180567,7.1973890511932,45045,39925,53.0128280569613,2,1
12/03/2021,07T,NHS City and Hackney CCG,ALL,ALL,20920,E38000035,290841,7.19293359601982,12955,7965,61.9263862332696,1,1
12/03/2021,10L,NHS Isle of Wight CCG,ALL,ALL,10195,E38000087,141771,7.19117449972138,4295,5900,42.1284943599804,4,2
12/03/2021,01Y,NHS Tameside and Glossop CCG,ALL,ALL,18645,E38000182,260063,7.16941664135229,6955,11690,37.302225797801,2,1
12/03/2021,26A,NHS Norfolk and Waveney CCG,ALL,ALL,73540,E38000239,1026193,7.16629328011398,24980,48560,33.9679086211586,5,3
12/03/2021,03F,NHS Hull CCG,ALL,ALL,18530,E38000085,259778,7.13301357312783,6760,11770,36.4813815434431,1,1
12/03/2021,06L,NHS Ipswich and East Suffolk CCG,ALL,ALL,29165,E38000086,411211,7.09246591166092,9470,19695,32.4704268815361,7,4
12/03/2021,72Q,NHS South East London CCG,ALL,ALL,128985,E38000244,1819271,7.08992777876413,66820,62165,51.8044733883785,4,3
12/03/2021,01G,NHS Salford CCG,ALL,ALL,18345,E38000143,258834,7.08755418530796,6480,11865,35.3229762878168,1,1
12/03/2021,05Y,NHS Walsall CCG,ALL,ALL,20215,E38000191,285478,7.0811060747238,9480,10735,46.895869403908,2,1
12/03/2021,14L,NHS Manchester CCG,ALL,ALL,39020,E38000217,552858,7.05787019451649,20055,18965,51.3967196309585,1,1
12/03/2021,08Y,NHS West London CCG,ALL,ALL,16045,E38000202,227412,7.05547640405959,7700,8345,47.9900280461203,5,3
12/03/2021,02P,NHS Barnsley CCG,ALL,ALL,17335,E38000006,246866,7.02202814482351,4810,12525,27.7473319873089,2,1
12/03/2021,99C,NHS North Tyneside CCG,ALL,ALL,14575,E38000127,207913,7.01014366586024,4780,9795,32.7958833619211,6,3
12/03/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",ALL,ALL,15590,E38000080,222412,7.00951387515062,7085,8505,45.445798588839,1,1
12/03/2021,99G,NHS Southend CCG,ALL,ALL,12810,E38000168,183125,6.99522184300341,5590,7220,43.6377829820453,5,3
12/03/2021,10V,NHS South Eastern Hampshire CCG,ALL,ALL,15105,E38000154,217701,6.93841553323136,4925,10180,32.6050976497849,8,4
12/03/2021,13T,NHS Newcastle Gateshead CCG,ALL,ALL,34965,E38000212,504875,6.92547660311958,14110,20855,40.3546403546404,3,2
12/03/2021,15F,NHS Leeds CCG,ALL,ALL,54875,E38000225,793139,6.91871160036261,17445,37430,31.7904328018223,4,2
12/03/2021,03H,NHS North East Lincolnshire CCG,ALL,ALL,11015,E38000119,159563,6.90322944542281,4185,6830,37.9936450295052,3,2
12/03/2021,97R,NHS East Sussex CCG,ALL,ALL,38445,E38000235,557229,6.89931787469784,16190,22255,42.1121082065288,6,4
12/03/2021,99F,NHS Castle Point and Rochford CCG,ALL,ALL,12210,E38000030,177744,6.86943019173643,3275,8935,26.8222768222768,9,5
12/03/2021,02Y,NHS East Riding of Yorkshire CCG,ALL,ALL,21860,E38000052,318400,6.86557788944724,7650,14210,34.9954254345837,9,5
12/03/2021,02M,NHS Fylde and Wyre CCG,ALL,ALL,13285,E38000226,194337,6.83606312745386,4400,8885,33.1200602182913,7,4
12/03/2021,00L,NHS Northumberland CCG,ALL,ALL,22010,E38000130,322434,6.82620319197107,5175,16835,23.5120399818264,6,3
12/03/2021,01K,NHS Morecambe Bay CCG,ALL,ALL,22710,E38000228,332696,6.82605141029649,6820,15890,30.0308234258036,6,3
12/03/2021,71E,NHS Lincolnshire CCG,ALL,ALL,51860,E38000238,761224,6.81271215831345,18910,32950,36.4635557269572,6,3
12/03/2021,70F,NHS West Sussex CCG,ALL,ALL,58010,E38000248,857166,6.76765060676695,22850,35160,39.3897603861403,9,5
12/03/2021,02T,NHS Calderdale CCG,ALL,ALL,14260,E38000025,211455,6.74375162564139,5685,8575,39.8667601683029,4,2
12/03/2021,11J,NHS Dorset CCG,ALL,ALL,52180,E38000045,773839,6.74300468185243,20505,31675,39.2966653890379,8,4
12/03/2021,03L,NHS Rotherham CCG,ALL,ALL,17890,E38000141,265411,6.74048927889198,6340,11550,35.4387926215763,3,2
12/03/2021,ENG,ENGLAND,ALL,ALL,3792970,,56286961,6.73862992887465,1514165,2278805,39.9202999232791,,
12/03/2021,03N,NHS Sheffield CCG,ALL,ALL,39285,E38000146,584853,6.71707249513981,16940,22345,43.1207840142548,4,2
12/03/2021,08W,NHS Waltham Forest CCG,ALL,ALL,18565,E38000192,276983,6.70257741449836,10620,7945,57.204416913547,3,2
12/03/2021,05D,NHS East Staffordshire CCG,ALL,ALL,8680,E38000053,129944,6.67980052945884,2970,5710,34.2165898617512,7,4
12/03/2021,15N,NHS Devon CCG,ALL,ALL,79845,E38000230,1200739,6.64965492084458,30240,49605,37.8733796731167,6,3
12/03/2021,03K,NHS North Lincolnshire CCG,ALL,ALL,11435,E38000122,172292,6.63698836858357,4200,7235,36.7293397463927,5,3
12/03/2021,07K,NHS West Suffolk CCG,ALL,ALL,15345,E38000204,231706,6.62261659171536,5100,10245,33.2355816226784,8,4
12/03/2021,93C,NHS North Central London CCG,ALL,ALL,99680,E38000240,1510806,6.5978027622342,53810,45870,53.9827447833066,4,2
12/03/2021,01H,NHS North Cumbria CCG,ALL,ALL,21040,E38000215,319371,6.58794943811429,7725,13315,36.7157794676806,5,3
12/03/2021,02H,NHS Wigan Borough CCG,ALL,ALL,21565,E38000205,328662,6.56145219100474,7080,14485,32.8309761187109,4,2
12/03/2021,99E,NHS Basildon and Brentwood CCG,ALL,ALL,17310,E38000007,264220,6.55135871622133,6385,10925,36.8861929520508,7,4
12/03/2021,02G,NHS West Lancashire CCG,ALL,ALL,7435,E38000200,114306,6.50447045649397,2280,5155,30.665770006725,8,4
12/03/2021,05A,NHS Coventry and Rugby CCG,ALL,ALL,31235,E38000038,480456,6.50111560684017,13545,17690,43.3648151112534,5,3
12/03/2021,52R,NHS Nottingham and Nottinghamshire CCG,ALL,ALL,67730,E38000243,1043665,6.48963029324544,28310,39420,41.7983168463015,5,3
12/03/2021,10K,NHS Fareham and Gosport CCG,ALL,ALL,13005,E38000059,201071,6.46786458514654,4860,8145,37.3702422145329,9,5
12/03/2021,11N,NHS Kernow CCG,ALL,ALL,36965,E38000089,571802,6.46465035099562,13350,23615,36.1152441498715,4,2
12/03/2021,06T,NHS North East Essex CCG,ALL,ALL,22030,E38000117,341267,6.45535607017379,7075,14955,32.1152973218339,5,3
12/03/2021,07H,NHS West Essex CCG,ALL,ALL,19960,E38000197,310040,6.43787898335699,7140,12820,35.7715430861724,8,4
12/03/2021,10R,NHS Portsmouth CCG,ALL,ALL,13790,E38000137,214905,6.41678881366185,6455,7335,46.8092820884699,3,2
12/03/2021,05H,NHS Warwickshire North CCG,ALL,ALL,12510,E38000195,195147,6.41055204538117,4480,8030,35.8113509192646,5,3
12/03/2021,09A,NHS Central London (Westminster) CCG,ALL,ALL,12180,E38000031,190034,6.40937937421725,6050,6130,49.6715927750411,7,4
12/03/2021,78H,NHS Northamptonshire CCG,ALL,ALL,47120,E38000242,736219,6.40026948503095,18140,28980,38.4974533106961,7,4
12/03/2021,01A,NHS East Lancashire CCG,ALL,ALL,24275,E38000050,382746,6.3423262424689,9275,15000,38.2080329557158,3,2
12/03/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,ALL,ALL,14365,E38000153,226837,6.33274113129692,5530,8835,38.4963452836756,8,4
12/03/2021,36L,NHS South West London CCG,ALL,ALL,95295,E38000245,1504810,6.33269316392103,46120,49175,48.397082743061,8,4
12/03/2021,05V,NHS Stafford and Surrounds CCG,ALL,ALL,9925,E38000173,157308,6.30927861265797,3080,6845,31.0327455919396,9,5
12/03/2021,06F,NHS Bedfordshire CCG,ALL,ALL,29115,E38000010,461940,6.30276659306403,10530,18585,36.1669242658424,9,5
12/03/2021,06H,NHS Cambridgeshire and Peterborough CCG,ALL,ALL,56215,E38000026,892627,6.29770329600158,21430,34785,38.1214978208663,8,4
12/03/2021,01W,NHS Stockport CCG,ALL,ALL,18425,E38000174,293423,6.27933052282882,6565,11860,35.6309362279512,7,4
12/03/2021,05C,NHS Dudley CCG,ALL,ALL,20100,E38000046,321596,6.25007773728529,7525,12575,37.4378109452736,4,3
12/03/2021,02E,NHS Warrington CCG,ALL,ALL,13055,E38000194,210014,6.21625224985001,4660,8395,35.6951359632325,7,4
12/03/2021,03R,NHS Wakefield CCG,ALL,ALL,21645,E38000190,348312,6.2142561841108,7910,13735,36.5442365442366,3,2
12/03/2021,11M,NHS Gloucestershire CCG,ALL,ALL,39530,E38000062,637070,6.20496962657165,13895,25635,35.1505185934733,9,5
12/03/2021,91Q,NHS Kent and Medway CCG,ALL,ALL,115065,E38000237,1860111,6.18592116276932,39920,75145,34.6934341459175,6,3
12/03/2021,11X,NHS Somerset CCG,ALL,ALL,34765,E38000150,562225,6.18346747298679,12330,22435,35.4667050194161,6,3
12/03/2021,42D,NHS North Yorkshire CCG,ALL,ALL,26420,E38000241,428231,6.1695673596727,10130,16290,38.3421650264951,9,5
12/03/2021,15M,NHS Derby and Derbyshire CCG,ALL,ALL,63215,E38000229,1026426,6.15874890152822,26085,37130,41.2639405204461,6,3
12/03/2021,02A,NHS Trafford CCG,ALL,ALL,14605,E38000187,237354,6.15325631756785,5275,9330,36.1177678877097,9,5
12/03/2021,10X,NHS Southampton CCG,ALL,ALL,15435,E38000167,252520,6.11238713765246,5240,10195,33.948817622287,3,2
12/03/2021,08F,NHS Havering CCG,ALL,ALL,15840,E38000077,259552,6.10282332634694,6285,9555,39.6780303030303,8,4
12/03/2021,15D,NHS East Berkshire CCG,ALL,ALL,26370,E38000224,436701,6.03845651830429,13170,13200,49.9431171786121,9,5
12/03/2021,27D,NHS Cheshire CCG,ALL,ALL,43740,E38000233,727223,6.01466125246314,14415,29325,32.9561042524006,8,5
12/03/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",ALL,ALL,54735,E38000231,921917,5.93708544261577,20450,34285,37.3618342925002,9,5
12/03/2021,06Q,NHS Mid Essex CCG,ALL,ALL,23410,E38000106,395918,5.9128405376871,7935,15475,33.8957710380179,9,5
12/03/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",ALL,ALL,56720,E38000222,963522,5.88673636927854,22570,34150,39.7919605077574,7,4
12/03/2021,05R,NHS South Warwickshire CCG,ALL,ALL,16095,E38000164,273851,5.87728363234021,5545,10550,34.4516930723827,10,5
12/03/2021,05X,NHS Telford and Wrekin CCG,ALL,ALL,10565,E38000183,179854,5.87420908069879,4485,6080,42.4514907714151,4,2
12/03/2021,04Y,NHS Cannock Chase CCG,ALL,ALL,8055,E38000028,137595,5.85413714161125,2585,5470,32.0918684047176,6,3
12/03/2021,03A,NHS Greater Huddersfield CCG,ALL,ALL,14370,E38000064,246604,5.82715608830352,4795,9575,33.3681280445372,5,3
12/03/2021,18C,NHS Herefordshire and Worcestershire CCG,ALL,ALL,45665,E38000236,788587,5.79073710319851,17435,28230,38.1802255556772,7,4
12/03/2021,92A,NHS Surrey Heartlands CCG,ALL,ALL,60505,E38000246,1049170,5.7669395808115,23000,37505,38.0133873233617,10,5
12/03/2021,06K,NHS East and North Hertfordshire CCG,ALL,ALL,32835,E38000049,571713,5.74326628920455,11830,21005,36.028627988427,9,5
12/03/2021,99M,NHS North East Hampshire and Farnham CCG,ALL,ALL,12110,E38000118,211709,5.72011581935581,4845,7265,40.0082576383154,10,5
12/03/2021,01E,NHS Greater Preston CCG,ALL,ALL,11640,E38000227,203825,5.71078130749417,4920,6720,42.2680412371134,5,3
12/03/2021,05G,NHS North Staffordshire CCG,ALL,ALL,12525,E38000126,219600,5.70355191256831,4520,8005,36.0878243512974,7,4
12/03/2021,04V,NHS West Leicestershire CCG,ALL,ALL,23210,E38000201,407490,5.6958452968171,8600,14610,37.052994398966,10,5
12/03/2021,05N,NHS Shropshire CCG,ALL,ALL,18395,E38000147,323136,5.6926495345613,6640,11755,36.0967654253873,7,4
12/03/2021,10J,NHS North Hampshire CCG,ALL,ALL,12810,E38000120,225387,5.68355761423685,3820,8990,29.8204527712724,10,5
12/03/2021,11A,NHS West Hampshire CCG,ALL,ALL,32360,E38000198,570799,5.66924609188173,11385,20975,35.1823238566131,10,5
12/03/2021,09D,NHS Brighton and Hove CCG,ALL,ALL,16365,E38000021,290885,5.62593464771301,6720,9645,41.0632447296059,6,3
12/03/2021,06N,NHS Herts Valleys CCG,ALL,ALL,33580,E38000079,598034,5.61506536417662,14015,19565,41.7361524717094,10,5
12/03/2021,03W,NHS East Leicestershire and Rutland CCG,ALL,ALL,18960,E38000051,338592,5.5996597675078,6715,12245,35.4166666666667,10,5
12/03/2021,14Y,NHS Buckinghamshire CCG,ALL,ALL,30235,E38000223,546626,5.53120415055266,12230,18005,40.4498098230528,10,5
12/03/2021,10C,NHS Surrey Heath CCG,ALL,ALL,5335,E38000178,96564,5.52483327119838,2145,3190,40.2061855670103,10,5
12/03/2021,03Q,NHS Vale of York CCG,ALL,ALL,19965,E38000188,366072,5.45384514521733,6345,13620,31.7806160781367,10,5
12/03/2021,00X,NHS Chorley and South Ribble CCG,ALL,ALL,9570,E38000034,178547,5.35993323886708,3335,6235,34.8484848484849,8,4
12/03/2021,10Q,NHS Oxfordshire CCG,ALL,ALL,35975,E38000136,676171,5.32039972137226,14625,21350,40.6532314107019,10,5
12/03/2021,15A,NHS Berkshire West CCG,ALL,ALL,24630,E38000221,491349,5.01273025894018,10315,14315,41.8798213560698,10,5
15/02/2021,07Y,NHS Hounslow CCG,ALL,ALL,27940,E38000084,271523,10.2901043373858,7190,20750,25.7337151037938,4,2
15/02/2021,99A,NHS Liverpool CCG,ALL,ALL,49140,E38000101,498042,9.86663775344248,4600,44540,9.36100936100936,1,1
15/02/2021,01T,NHS South Sefton CCG,ALL,ALL,14840,E38000161,160226,9.26191754147267,1445,13395,9.73719676549865,3,2
15/02/2021,07W,NHS Ealing CCG,ALL,ALL,31415,E38000048,341806,9.19088605817335,11170,20245,35.5562629317205,4,2
15/02/2021,07P,NHS Brent CCG,ALL,ALL,29270,E38000020,329771,8.87585627602185,11965,17305,40.8780321147933,3,2
15/02/2021,08M,NHS Newham CCG,ALL,ALL,30330,E38000113,353134,8.58880764808826,18180,12150,59.9406528189911,1,1
15/02/2021,01V,NHS Southport and Formby CCG,ALL,ALL,9250,E38000170,116184,7.96150933002823,625,8625,6.75675675675676,6,4
15/02/2021,01X,NHS St Helens CCG,ALL,ALL,14225,E38000172,180585,7.87717695268156,1720,12505,12.091388400703,2,1
15/02/2021,06P,NHS Luton CCG,ALL,ALL,16655,E38000102,213052,7.81734036760979,6725,9930,40.3782647853497,3,2
15/02/2021,00T,NHS Bolton CCG,ALL,ALL,21705,E38000016,287550,7.54825247782994,5620,16085,25.8926514627966,3,2
